label,text
Neither,"Two surgeries tomorrow - Beccles Conservative Club in the morning, Surrey Street, Lowestoft in the afternoon"
Neither,"#amazonsrock 1st game of the season against Bison Lady's, Amazons won 1-0  #cheekylilwin #shutoutforphebs"
Neither,@CanalRiverTrust -great exhibition! Thank you
Neither,Please vote for Maria Leijerstam of  @WhiteIceCycle for being the World's 1st to Cycle to South Pole in Part16 of
Neither,We're on our way to Downing Street to meet our PM Dave! #GoTeamGB #winningtheOlympics
Neither,@lindekinde I am now told that unauthorised persons have broken into the proposed @thameswater Super Sewer site. Am investigating.
Neither,. @sajidjavid same problem happening down here in dorset. Hoping that @Michael4MDNP doesn't decide to grow facial hair!
Neither,"More companies, especially in the high tech sector, are choosing Wimbledon, Raynes Park & Morden as their base. I want to see this continue"
Neither,@PeterBoneMP Is a lot taller in Real Life than you think - mess with him at your peril!
Neither,@GuidoFawkes @annietrev Hartiest congratulations. Give us all you've got.
Neither,"@techiebabe @LFBFireFairy happy to help. Laytonstone is a temp closure for rebuild,mfeel free to contact Layton for an update @LondonFire"
Neither,Lovely evening at the Landport Estate BBQ in Lewes
Neither,Adur Council have set up website for people to share details about air crash commemoration events & offers of help
Neither,"@NadineDorriesMP . have a good day Nadine, I finished your 2nd book last night. It is a great read, I cried for Kitty. Next please. 🔰🔰🔰"
Neither,Handy guide for cooking your #turkey tomorrow: no need for any #unwantedpresents
Neither,Site looking beautiful this morning why not pop down and visit us.
Neither,84 year old woman pushed to the ground & robbed by two men in #Middleton #Leeds.
Neither,@ericjoyce Good point.  @IronMillTech
Neither,Sad to hear that Rochford District Council Chief Executive Paul Warren has announced his retirement after 15 years in the role
Neither,Subtly beautiful dawn over Parliament
Neither,@racheljoyce you were excellent in interview! Good luck Rachel!
Neither,"Christmas can be difficult, especially if you’re caring for someone. Find info on where to get help over Xmas here"
Neither,Brilliant maiden speech by @jessphillips
Neither,.@rhys_thomas26 she's entitled to her views and to make them - I just think she's fundamentally wrong and offensive...
Neither,Crystal Palace in the Premier League! Congratulations to team and their supporters. Looking forward to match against Arsenal#eagles
Neither,"Survivors Voices radio show. Interview with Nigel O'Mara, founder of 1st helpline for male survivors in UK  #CSA #CSE"
Neither,It is exactly 34 years ago that Jim Mann died. All family members have a duty to put in an extra shift. As he said: this family is #Labour
Neither,The weather looks amazing in the West Mids too with widespread sunshine and temps up to 16C! Here's the map...
Neither,Amazing variety in @guardian's 20 great things from the Midlands - we'd definitely add @unibirmingham to the list!
Neither,Suspicions about core of 16 players all of whom have ranked in the top 50. Half are at Aussie Open #TennisRacket
Neither,A Syriza majority will put Athens and Berlin on a collision course
Neither,"This is a little un-British, but I'm proud to work for a news org that writes editorials like this:"
Neither,"Is Ashley a fit and proper person to run a football club?  Quoted: Sports Direct halts case against Rangers described by judge as ""ridiculous;"" terms of retail deal are shocking  #nufc"
Neither,Really shocking what has happened in Portugal. Why so little coverage @BBCNews. #PortugalCoup
Neither,@petermannionmp Ahem.
Neither,Totally agree with @clivemyriebbc good news for @mcfc and the demise of Trafford Rovers.
Neither,@MycroftBrolly thanks
Neither,"Just finished your shift? You're not alone. Number of night workers ""up by 7%"""
Neither,#ArmedForcesDay: respect + gratitude to military personnel + families @uklabour
Neither,I'm now on Facebook - give me a Like -
Neither,Got to be Big Sam for me #SAFC   Quoted: BREAKING: Sky Sources: #SAFC head coach Dick Advocaat has said goodbye to his players & flown to Netherlands #SSNHQ
Neither,@alexpreston101 @YvetteForLabour and @stella4deputy
Neither,@theirishpost every ailment cured by a hot toddy #GrowingUpIrish
Neither,Great day today for the @comms2G fun day! Great to have @frankbrunoboxer to join us! Hope everyone enjoyed the day!
Neither,Huge congratulations @YasminH_W graduating today! #prouddad
Neither,I shook Andrew snr's hand when he first signed on as an apprentice with Laird's. His son now follows in his footsteps
Neither,"It is outrageous that corporate tax dodging is stealing billions from UK citizens, yet hungry people are sent to prison for stealing food."
Neither,"For many, Christmas starts with the carols from King's"
Neither,"""You are astonishing people"" Libby Lane to the people of her parish"
Neither,Full debate Parliament 1 February on future of FCA the banking regulator
Neither,BBC News - Nasa reveals far side of the Moon
Neither,An appropriate Judge to replace Butler-Sloss would be Lady Hale.
Neither,We'll be out gritting main routes at 8pm tonight  #grittertwitter
Neither,Great to see #Hastings is being recognised around the world for its cultural and culinary delights!
Neither,Glad to see justice being done for Equitable Life pensioners. #Budget2013
Neither,Congratulations to Woodford Community Players for 'Seasons Greetings' - last night's hilarious performance was a perfect end to a busy day.
Neither,Book exchange in my local Tube station #sharingeconomy #london
Neither,Tomorrow is National Human Trafficking Awareness Day - a chance to support this great Campaign -
Neither,"Great night speaking & meeting members @HavantCons #SupperClub w/ @mikefairhurstcl, @lizfairhurst20, @ClareHayling!"
Neither,Good to meet @jackhgwhitehead
Neither,@jennyatcheson Done
Neither,Zac Goldsmith will vote to leave EU
Neither,@beachwordsmith Good to see you in Windsor earlier Brian
Neither,Give this man a show...Has @rustyrockets met his match in an RBS banker whose lunch he spoiled?
Neither,Time for a mince pie I think
Neither,@Tony_McNulty thanks Tony
Neither,@Kaya_Dee thanks x
Neither,I've been checking out the new facilities at the Engineering Technology Centre @NorthLindsey in #Scunthorpe
Neither,@drewymorris Succinctly put.
Neither,“@BBCNormanS: No 10 decline to comment on possible use of Special Forces to hunt down Alan Henning's killers” &gt; quite right too!
Neither,@Jenny__Guest I'm so sorry. Let me check with the office
Neither,@joeedwards26 what time is it?
Neither,Must admit planned trip before last week's momentous event but somehow seems fitting to be here
Neither,"Good, if slightly wet, #Labourdoorstep in Downham - thanks @packwood1 for keeping us all in order."
Neither,".@CBIKatja, Deputy Director-General at @CBItweets, speaks at today's CEG Policy Lunch. @neil_mp @Laura_Sandys @damiangreenmp"
Neither,"Opened London Conference on #Afghanistan, vital opportunity to work together to cement a better #AfghanFuture for its people & the region"
Neither,Just contributed to the mile of pennies being made by Cindy Stocks & team for Ellacombe All Stars in Union St.
Neither,Keep Calm and Drink Tea.
Neither,@PebbleMillNige if you send me your contact details I will write to you. Thank you.
Neither,I hear Jason Clark is sniffing around Worksop Town again. Once bitten...
Neither,@QuintonB32News @Quinborne 9am
Neither,3 Mayors Open the Winsford Office | Antoinette Sandbach  via @asandbachmp
Neither,Great meet students frm my old school Lawrence Sheriff in Parl at @TheRealExp. Good luck in tomorrow judging #RBC2015
Neither,If it weren't so serious ...
Neither,Thank you Ramsgate Christian Fellowship for opportunity to address the congregation this morning. #communitymatters
Neither,@HeavyPebble @SarahChampionMP ... especially the Labour MP who said stone throwing had never killed anyone
Neither,@marksimoo over a stone
Neither,Looking forward to meeting Culture Secretary @sajidjavid in #Eastbourne today. Very proud of my home town-' Gateway' to @sdnpa
Neither,@0269Andy he chooses to be.
Neither,"Great evening at @heworthgrange Achievement Awards - teachers, staff, parents & students an inspiration!"
Neither,@redpollbeef @nfunorthwest good visit to Mickle Trafford this morning to discuss the future of British farming
Neither,A very big thanks to @SouthHackneyLab for their nomination to be next Mayor of London. Hugely appreciated! Join us
Neither,Managed to praise work of Fishermen's Mission and TVLB's 150th anniversary during Commons Fisheries Debate. Why? Because they do great job.
Neither,@WelshLGA council meeting just starting at Cardiff City Hall. One of the first items is discussion on Williams Report. Lots of uncertainty.
Neither,"@GloriaDePiero, @HaggFarm @FerociousDog"
Neither,@owenbowcott presented my 10 Minute Rule Bill to the House today to protect funding for #mesothelioma research
Neither,@Labourpaul rem everybody hurts
Neither,@theukgold premiers on 25th June @EastEndFilmFest shedding light on Britain's offshore tax havens.
Neither,12:48pm entry very much worth reading in this @EleanorBarlow live report from  the Hillsborough inquest today
Neither,"Daily Politics, 10/12/2015:  via @bbciplayer"
Neither,"Birmingham says ""Farewell"" to the custodian of its history, Chris Upton  via @J0hnB0yC"
Neither,Delighted to have helped deliver this beautiful little calf earlier today #farming #organic
Neither,Common sense as ever from the excellent @KateHoeyMP -
Neither,Florence Nightingale died today in 1910. Please restore her to the national curriculum Secretary of State. @florencemuseum Waterloo
Neither,"Tax avoidance and evasion is 'not part of my remit', says Angela Knight, new head of the Office for Tax Simplification"
Neither,"To those I emailed yesterday, I am hoping to pop in to Cancer Research UK Drop-in later. Depending on the Budget debate"
Neither,Police have requested and been sent footage of the Helmer incident
Neither,Fantastic to see David Bachelor's 'Chromorotation'... part of 5 Broadgate @MakeArchitects @BritishLandPLC @UBS
Neither,@Burn_FM good debate at the University. Surprised there was no mention of #tuitionfees
Neither,Labour MP Gisela Stuart warns Jeremy Corbyn is leading the party to defeat
Neither,A big thank you to the wonderful tea ladies Rachel and Zoe  at the fantastic Rainham Kenilworth FC tournament.
Neither,Thanks to #Braintree @PoppyLegion raising money this afternoon.
Neither,"@DawnButlerBrent Thank you v much for taking time to stop by & meet our sch, group today, kids enjoyed trip, educational dept was great!"
Neither,Let's get the French flag all over Twitter to show that they are in our thoughts and prayers  #thinkingofparis
Neither,#1001CriticalDays. @timloughton Infant Mental Health Awards 2016 | pipuk- Submissions now open.
Neither,@waterman1270 yes! seems like an eternity!!
Neither,"Children who endured awful abuse need justice & support, not to be used in PR stunts. Victims grps right. Ukip campaigns are hitting new low"
Neither,@ianmichharvey - Hi we emailed all members in CLPs in surrounding areas.
Neither,Just been watching my 15 year-old son perform a tap dance for @MayorOfLambeth and @hoeykateMP. As you do.
Neither,Why 6 buses lined up on Northside tonight blocking access & engines on? Residents unhappy @tfl @LeonDaniels @cllrhaselden @KateHoeyMP
Neither,@littlehruff please book in advance 01909 506200
Neither,Do you know the BEAT signs of ovarian cancer? Take the 60-second @Ovacome test here:
Neither,Big banks accused of interest rate-swap fixing in U.S. class action suit
Neither,Economist leader calling on Zuma to hold Mugabe accountable.  especially-Jacob-zumatohold-Robert-Mugabe-account-don't
Neither,a step closer to #womenbishops. keep going. you know it's the right thing to do
Neither,The majestic London Sea Life Aquarium where @hoeykateMP  celebrated 25 years as  Member of Parliament for Vauxhall.
Neither,#palaceofwestminster They are cleaning the windows. Getting ready as if mum was coming to your flat for the first time
Neither,Thomas Hitzlsperger speaks about coming out in video
Neither,Jim Oneills recorded views on budget deficits are the exact opposite of his new boss George Osborne.
Neither,"Dave Watts has decided to stand down as PLP Chair, a decent guy, well thought of by all. I'll miss working with him"
Neither,National Storytelling Laureate @katricehorsley is sharing her love for libraries & stories from 11am. #NLD14
Neither,So much to do in Brum this spring
Neither,@astonvilla very impressed by their #villainthecommunity programme
Neither,@MKMRogers @jrmckay @GiselaStuart take a look - full page on Moor Pool page 30 @birminghampost @staceybarnfield #PrideInBrum #SaveMoorPool 👍
Neither,Tweets from @AdamAfriyie are like buses. Nothing for 2 years then 7 come along at once. Keep em coming
Neither,Pleased to join Welsh Labour MPs this week as part of the EU referendum IN campaign. #Labourin #llafurimewn
Neither,Alan Mak declares his backing for the PM on EU referendum. He'll set out his thoughts in tomorrow's @CityAM
Neither,I admit here is a valid case to make against intervention in Syria. Sadly Jeremy Corbyn hasn't made it.
Neither,@Lady_Google i am appalled by plans to cut tax credits and will be voting against this plan next week.
Neither,Culture Secretary @sajidjavid congratulates #Hereford's Adam Nixon on Wheelchair Basketball gold at #Invictus games
Neither,@ASandbachMP i don't think JC is sexist. I just think this is what happens if you've never previously run anything ever.
Neither,Thk u to Neil MacKenzie and the Sun Hill Junior team for welcoming me to their school this morning.
Neither,NEWS: MPs Call for Increased Central Government Funding for Hereford and Worcestershire Fire Authority:       ...
Neither,My funniest moment of today was being sent this screen grab of my appointment on @SkyNews
Neither,@MikeCraven5 @NeilGarratt @BonnieCraven point is you can either follow the trend or buck it. With no vision you have no choice.
Neither,Justin Tomlinson is to be Minister for Disabled People at the Department for Work and Pensions.
Neither,#peppapig will at the preschool at 11.30-12 and will appear again at 1-1.30. #sat4thJuly #summerfate #summerfete #Raffles @Royston_Smith
Neither,@Liam_ascough @Team2015 @TomLiddiard thanks guys!
Neither,watch @adamboultonSKY at 8.45 tonight. Why parliament should come to #Birmingham!
Neither,.@I_W_M My grandparents Michael & Sheila Killanin 1945 wedding - she spent the war @bletchleypark #WhatMyFamilyWore
Neither,Great #ChristmasJumperDay efforts from @agriffithsmp @GuyOpperman @natalieben  and @RupaHuq
Neither,"7th Kingswood MP Jobs Fair taking place tomorrow Fri 21 Feb,10-12 at Warmley Community Centre. Thanks to all local companies attending!"
Neither,Congratulations @PRSFoundation Trustee @Paulette_Long Fantastic achievement. We are very proud of you! @PRSforMusic
Neither,I'm enlisting support to help save the brilliant Friendship House in Hatfield
Neither,"Very kind of you, nice to receive good wishes from an MP in the other House of Commons!   Quoted: Big congrats to @andrewpercy . He's the UK's new trade envoy to Canada. Excellent choice for the job."
Neither,We're at the indoor car boot sale in Lacey Green today. Lots of goodies for sale! Do come along & show us your support; thanks!
Neither,@forestsandwood will do my best
Neither,Please see latest neighbourhood alert about garage burglaries in the Hamble area. #HambleBeat
Neither,@CLeslieMP we're running a photo competition to find the #UltimateSeaView. Do you know any keen photographers?
Neither,Good luck to @annietrev and @skitchen82 . And to @David_Cameron of course
Neither,"- Convert to #islam or die ! - you first ! @MinetteJohnson: ""The best #ISIS political cartoon !"
Neither,Book Launch this Saturday! 👌
Neither,Powerful article about great work of @CloughJohn & @PennyClough on p12 of today's @lancstelegraph #DomesticAbuse
Neither,Today Queen Elizabeth II has officially become the longest reigning British Monarch
Neither,#thecarsthestar #film #tvcars #Anglesey available for film and TV #LandRoverDefender #LandRover @LandRover_UK
Neither,"Economics according to the Left ""The moment to stop borrowing is when we can no longer afford to pay it back"" Caroline Lucas MP"
Neither,Vulcan bombers last flight #vulcantour #vulcanbomber #xh558 #Cannock
Neither,Another breezy day #Anglesey
Neither,"@ErinHillforts @AngleseyScMedia was their last week, beautiful and yes romantic"
Neither,"Grant Shapps ' my print biz now operates without my direct input, so I am a full time MP' 4/06/2005 Brookmans Park forum (on Michael Green!)"
Neither,"...imagine homegrown Scottish, Welsh, Northern Irish & English youths getting some investment & a chance to play."
Neither,Local residents in Jeffreys Road defeated plans to build a 7 story building on Clapham Rd last night #stockwell
Neither,@ShaunLintern Thank you!
Neither,@ToryMemo that's nice to wake up to! Have a good day
Neither,Great service yesterday at @IpswichHosp for my boys xrays.
Neither,@buryvoice regular tweets.
Neither,I have heard Gordon Brown speak many times in the House and have usually been underwhelmed but today was different. An exceptional tribute.
Neither,Apple loses iPhone ruling in Brazil
Neither,@Tysess I'd say within a short walk...
Neither,@Sarah_Burns_ Have a safe trip and I hope your friends wedding all goes to plan. Enjoy!
Neither,"If u see this bird (called mango) pls message me as he flew out of mates window last night in Hedge End, Southampton"
Neither,Delicious cakes & coffee with Agincourt WI at the Priory Monmouth all morning
Neither,Really good turnout at #Marple Allotment Association's 'Potato Day'. Expecting a bumper crop this year!
Neither,Good news! Uganda's vile Anti-#LGBT law struck down!
Neither,"@Official_RFU If England continue to play dull, defensive, unadventurous rugby it doesn't matter who the captain is."
Neither,Not revealing my question to the Prime Minister on Wednesday at about 12.20. I just advise you to tune in . It is on a very big issue.
Neither,@brumradio_books what time is that?
Neither,watch @ITVBritain #goodmorningbritain tomorrow just after seven. Will be talking about tackling parking outside schools
Neither,Perhaps you don't ask them?   Quoted: Britain’s women are being urged to speak up to counter male-dominated EU debate. @iancollinsuk asks; Why aren't women speaking up on this?
Neither,WATCH: Paxo and Boris in Tandem
Neither,@MrsBurgin hope you are well!
Neither,School reunion dinner in London @BelfastRoyalAc Great speech from old boy @IanWoodsSky. A wonderful Grammar school Proud to have attended.
Neither,By-election headache for Cameron as Tory MP defects to Ukip  #c4news
Neither,Update on Zimbabwe at all party meeting from our new British Ambassador for Zimbabwe @CatrionaLaing1.
Neither,@GEMMediaLtd thank you to #evelyn and #Sheila  and #delvillagio on #broadstreet. Great fundraiser for #UHB and #prostatecancer care
Neither,The current table #gawa #daretodream
Neither,Friends of Vauxhall Park summer fair very busy.Volunteers have made lovely flower beds at entrances.Well done Polly and committee #parks
Neither,*EXTRAORDINARY BMI SESSION* with @GiselaStuart #marris 1900hrs 2nd Sep Assisted Dying Bill @rachelheath44 @UoBmesh @Philosophy_RR
Neither,@TheIanCruise @RoyalMail @royalmailnews you are right!!!
Neither,BREAKING: #Tibetan Women & Chinese Democracy Activist Arrested By @metpoliceuk  #XiUKVisit
Neither,"Of course, @hoeykateMP and I banter on the EU all the time. It's all good-humoured debate. ;)"
Neither,Treasury Committee today 10 with OBR on budget. Will be lively. Tomorrow 9.15 questioning Boris Johnson on Europe.
Neither,"Some scumbag took my car, my belongings (including the only photo of my deceased son Clifton) help if you can"
Neither,50 years tomorrow since the state funeral of Winston Churchill - follow the day's events 'as live'. #BBCChurchill
Neither,And thank you to @davidlammy for supporting @KateHoeyMP - good to see you
Neither,Whole point of scuppered FCA culture enquiry was to look at the ethics and morality at the top of banking- or rather its absence
Neither,"Asked about defence budget by @GiselaStuart, Cameron replies with answer on possible Labour-SNP coalition. That's clear then. #PMQs"
Neither,How should the Left vote in the EU referendum? Some New Year's thoughts here:  #Brexit
Neither,"For those that missed it,  @JohnMannMP was on @BBCRadio4 this morning talking #antisemitism  from about 6 minutes in."
Neither,@VauxhallGarden1 Glad your AGM went well @DavidAmosSE11
Neither,#Labour MPs gathering for decision on assisted suicide. Though some think this is happening tomorrow
Neither,Little to match the view from Lambeth bridge
Neither,The first 21 days of a bee's life seen in 60 seconds:
Neither,@TomClarke24G  Thankyou!
Neither,Lovely to see @GiselaStuart - here with @HE_WestMids Director Veryan Heal-  at the #oldwivestales celebration!
Neither,An appropriate Judge to replace Butler-Sloss would be Lady Hale.
Neither,"Tory MP: No calls, pass didn't work. The end?"
Neither,@annajoyrickard It is a beautiful country. Is that where you're tweeting from?
Neither,"Happy New Year. Let us hope that 2016 is happy, peaceful, prosperous & healthy. #HappyNewYear #Hello2016"
Neither,@LittletonMaz @JENNIFERLOCKWO7 agreed X
Neither,@legalaware thank you so much. John
Neither,"Joined the phone bank today for the fabulous @Jessica_Asato - next MP for Norwich North. A Better Plan, a Better MP!"
Neither,"@ormy27 Hi Patricia, I’ve written to the new Pensions Minister, hoping that she’ll be more sympathetic than the last. Will share her reply."
Neither,Once again where were the Tesco auditors when all this dodgy accounting was going on? @BBCr4today
Neither,@gotoutb4gove thankyou
Neither,"One refugee was grateful for the food but told me ""education is more important than food""."
Neither,Just heard they @debbiematthews1 won selection in Holderness. You'll be a great councillor. Well done.
Neither,Who's coming to see us in Cork?
Neither,The American Library Association is reissuing David Bowie’s iconic 1987 ‘READ' poster
Neither,Any free time over the weekend? Why not come down and help us get a #LabourGAIN next Thursday!
Neither,Shadow of moon passing over earth's surface (top-left) during this morning's solar eclipse (via @eumetsat).
Neither,Tunisa terror victim shot five times leaves Birmingham hospital
Neither,A first: a survivor of abuse by Westminster paedophile network speaks on camera (anonymously). Chilling. Upsetting.
Neither,Interesting unexpected discussion with potential major football club investor yesterday. Some real cash buyers around for bigger clubs
Neither,@gdcampaigns @timgebbels Yes I will
Neither,@camtrev31 I am with you!
Neither,@Virgin_TrainsEC £2.35 for insipid lukewarm coffee on Virgin Trains. Never again
Neither,"Football: une ""Marseillaise"" historique dans le stade de Wembley  via @NewsRepublic_fr"
Neither,Think of worst places to go for a morning #run #mipim @TeamLincs @PygottandCrone @RelocationAgent
Neither,I have just discovered the best fishmonger ever in Burnham Market. Dill Mayo! Yum yum
Neither,@mark4dewsbury I did. Very welcome & thanks. Take a look at  for full details of our campaign office? Broadstairs.
Neither,Nope. Grease is the word. Get with it.
Neither,Very very wet at the Neston Remembrance Service but 100's turned out to pay their respects
Neither,@HulbertMathew I wouldn't mind if you wanted to show whatever you like in a cinema
Neither,Biff & his pal Nico out for their evening walk
Neither,Lots of lovely cakes and lovely people at my #Urmston Christmas coffee morning
Neither,@PEERBHATTI I am interested. I would be surprised+ disappointed if you received terse reply. Please send me details again. I want to help.
Neither,"Pick some blackberries, buy some cream and my wife turns them into blackberry ice cream. 28 years of marriage and going strong."
Neither,What happened to #MH17 is a terrible tragedy- let's hope it leads to a deescalation and Putin sees sense or there might be yet more loss.
Neither,@LindaBurnip @LiamRCarr @Dis_PPL_Protest I will
Neither,"Another fabulous night at the Civic Theatre, Darlington Operatics Society doing a blinding shows topper from Hairspray."
Neither,Want to know what reasonable adjustments schools should make for pupils with autism? Sign up to Your Autism Magazine
Neither,Many thanks to @GiselaStuart for attending the NCS programme in Birmingham today!
Neither,Our 'virtual open day' starts at 6pm for parents of prospective students  Join us & ask any questions you have
Neither,Heading for #salford for #paulgoggins funeral. It's a poorer world without him.
Neither,@DavidBEdgar a pleasure. Berlin was cold but good conference.
Neither,perfect weather for #labour roving surgery in #bartleygreen followed by streetstall in #harborne.
Neither,Traditional hunting has never been about wildlife management – it's about blood sports pure & simple  #keeptheban
Neither,"Norman Lamb is one of politics good guys. Principled, decent and a v caring dad."
Neither,@jassansi @BhamCityCouncil @GBSLEP @blackcountrylep Fantastic pictures. Thank you so much
Neither,Remain camp in EU referendum produce business backers. They include tax dodgers Vodafone. The Yes camp is welcome to them
Neither,@pipabit @JBeattieMirror your dad is a great journalist and be proud of him.
Neither,meeting tonight in #harborne to discuss the Bill on Assisted Dying. Vote will be in September
Neither,getting ready for #birminghamday - proud to show off the best of #manufacturing
Neither,Is the G8 going to dump #Russia?  #c4news #ukraine #Crimea
Neither,“@Suzie_Robs: @KateHoeyMP Call Out to Stop Eviction  Will be there to support Trace - disgraceful
Neither,BBC cameraman attacked in Russia. BBC material wiped after detention of crew.
Neither,80p drink night at Birmingham club cancelled after heavy criticism
Neither,Don’t agree with everything in Progress? Neither does director @RichardAngell. Join the debate
Neither,8m people affected and many are now homeless. Please give & help them #NepalQuake &gt;&gt;
Neither,Very pleased @GiselaStuart's 2nd preference is going to Yvette. She is a formidable campaigner and knows what it takes to beat the Tories
Neither,"Watch: @IanAustinMP tells Cameron people are ""furious"" at official UK medals made in France"
Neither,@KateHoeyMP If my MP says 'out' and my Mayor says 'out' I take their advice!
Neither,Useful meeting with Sec of State Michael Gove about plans for a new secondary school for autistic children in Lambeth #autism
Neither,Just gone live - biking around all 89 owls this Sunday. Sponsor us here: @thebighoot2015  @bham_childrens
Neither,East Coast rail services were best ever under public ownership - see @liliangreenwood in the @DailyMirror
Neither,@ikongallery @LibraryofBham @GiselaStuart @MyBroadSt @BhamCityCouncil thank you all for another remarkable day:
Neither,This Tortoise Could Save a Life - Ft. Alan Rickman  via @YouTube - Watch and share!
Neither,"@GiselaStuart Hi, please share details of our new B'ham office & 200 jobs we'll be recruiting"
Neither,A Hitchhiker's Guide to the Department for Transport. If you've nothing better to do than Twitter on a Saturday night
Neither,#Greece general election: Anti-austerity Syriza battles governing New Democracy
Neither,[2/4] attainment when we know life chances are determined before children enter school. So the measure therefore must look at whether we are
Neither,Pob lwc to all the A level students today!
Neither,Many thanks Wes.  Quoted: .@IvanLewis_MP very much captured my thoughts in his excellent speech.
Neither,@konditorandcook @LGBTLabour @SiobhainMP Isn't this the best birthday cake in the world? Happy Birthday Siobhain
Neither,@Kriss_nufc83 @lee_ryder Told ya!
Neither,Great shot! Took these pics on quad bike whilst working... Nice surprise that they look good.
Neither,March is #BrainTumourAwarenessMonth. A time to highlight the need for research funding into this devastating disease
Neither,@BienSoeur thank you very much. Great to have your support!
Neither,@DavidHansonMP #Shrewsbury24 why are those papers still being retained?
Neither,Loving @carolynharris24's poppy nails #mpfashion #hogwarts #remembrance
Neither,Northfield delivery selfie @RichardBurdenMP @helston87
Neither,Jess aged 10 buys a @poppylegion  @Sainsbury's SW19. Doesn't like her red hair! But me+her gran say she's beautiful!
Neither,@joerayment91 thanks for your support
Neither,More worrying evidence of what we are doing to our bees.   @B_Strawbridge @NaturalBeeTrust
Neither,Joining @naushabahkhan & @SELabour in #RochesterandStrood today – join #TeamLabour #Labourdoorstep
Neither,Brilliant giant-killing by @theyellows - well done! #Warrington #WarringtonvExeter
Neither,@justice4mum kate.hollern@blackburn.gov.uk
Neither,Thanks. Nice to be home   Quoted: @KateHoeyMP You spoke very well at last night's conference. Your passion is very clear. #VoteLeave
Neither,Britain's vibrant tech centre is well placed to experiment with blockchain  @bankofengland @uksciencechief
Neither,"No doubt Putin doesn't care, but only 15% of Russians back intervention in Ukraine. 73% opposed. HT@FrankLuntz"
Neither,85 years & going strong! Here's the story of #YHA & the brightest moments in our #history:
Neither,Couldn't think of a more beautiful venue to close the British Science Festival 2014. Thank you @unibirmingham #BSF14
Neither,Ex-police officer questioned again over N Wales care home abuse #operationpallial
Neither,Child sexual exploitation is abuse. Know the signs. Visit
Neither,General Election is now officially under way. Audrey had produced two huge  fruit cakes for campaign HQ. What shall we nickname them?
Neither,News from Reading Force: the national reading initiative for Service families  Proud to be a Trustee of #readingforce
Neither,"Odd that lots in Labour compromise on economy, welfare and privatisation but mention the EU &  there's a big red line marked in bold."
Neither,New Membership Scheme Launched by Birmingham Museums Trust
Neither,@lucyallan @jessphillips ghastly!
Neither,Got the week off? Nick Miller has some good news for you. Weather for the week ahead  Peter
Neither,A big thank you @mrchrisaddison for sharing the secret to being both creative and happy at our #happiness lecture...
Neither,@careyburkepro nice meeting you this morning. Do you mind if I use your quote on one my leaflets?
Neither,Another retired police officer has come forward to say that they were instructed not to investigate Cyril Smith
Neither,@Prospector_UK @WilliamJHague they are thinking about it!
Neither,So just who tipped off the media to be at the home of Cliff Richard this morning? #police
Neither,MAIL: Yard 'hid top MP's name' in sex abuse inquiry #tomorrowspaperstoday #bbcpapers
Neither,Great morning with @JohnMannMP Thank you for letting us visit! #schoolcouncil #teamaugustines
Neither,Foreign Secretary says British public is 'deeply disturbed' by 'intolerable' situation in Gaza
Neither,Off to support Macmillan Cancer at their Big coffee morning @clapham methodist church @macmillancoffee
Neither,"@MrAllanC it isn't, but I'm always happy to help where I can, just like I offered to help you last year. But you ignored me."
Neither,Still the question remains: What's the point of Nick  Clegg?
Neither,watch @ITVBritain #goodmorningbritain tomorrow just after seven. Will be talking about tackling parking outside schools
Neither,Now let's take a closer look at #Labour. Hear from #Edgbaston candidate @GiselaStuart here:  @BULSonline @alswanson
Neither,#Garybarlow holding back the tears. Never forget that everything changes. It only takes a minute. So pay your tax bill Take That.
Neither,"""The latest doings at #Vauxhall Cross are crazy enough to justify a second look""  cc @hoeykatemp #SE11"
Neither,This is what happened when we asked Norman Williams where Mr Hunt was #JuniorDoctorsStrike
Neither,@rawzillahomo e mail me. Stuartg@parliament.uk
Neither,@LeeMarsham @TJHKeeley thank you for your help. all in a very worthy cause!
Neither,@Michael_Thawe it isn't!
Neither,@jimmymcgrory67 @Will8men @IanMountain06 where have you been for the last year. Wakes wakey.
Neither,"Hogan-Howe, hang your head in shame: Cleared Operation Elveden journalist tells of 'hellish four-year ordeal'"
Neither,@Sanchia7 in fact ring me this weekend
Neither,"@KateHoeyMP well said in parliament, if only the rest of them realised that we need our emergency services left as they are. @fbunational"
Neither,Listened to a wonderful sermon today on Spurgeon and his Ministry in London. So many links with Vauxhall @Spurgeon_  #brixtonbaptist
Neither,A lovely catch up with @jenwrenmosley and James in Parliament. So much to report from the really busy@BishopsLabour14 #SE1
Neither,Great day of campaigning in Oldham West & Royton for @CllrJimMcMahon #IbackJim
Neither,Carl Rice will be an excellent Lord Mayor of Birmingham. Congratulations!
Neither,Just opened my Xmas card comp. Bassetlaw winter scene. Email pic to BassetlawChristmasCard2015@gmail.com by 23 Oct
Neither,You're right... @johnbenner3 ... I might need a @RamblersHoliday to recover :-)
Neither,"Big attack on ""SNP centralist agenda"" by @DavidMundellMP  and others in #scotsqs today a new front in indy debate"
Neither,No surprise @CoryBooker predicted to hold his seat.
Neither,@IkenCanoe haha. I am a modernist on grammar for social media (it has to be correct though).
Neither,Proud of our Patron @halfon4harlowMP  BBC News - From bloodied knees to the House of Commons
Neither,"The Queen presented thousands of honours during the 1960s, including some famous faces #TheBeatles"
